order_id,order_date,region,category,product_name,customer_segment,payment_mode,units_sold,unit_price,revenue,month,quarter
ORD10658,2025-04-05,Central,Home & Kitchen,Storage Rack,Online,Upi,8.0,646.91,5175.28,2025-04,2025Q2
ORD10502,2025-10-17,South,Fashion,Backpack,Online,Credit Card,33.0,1578.46,52089.18,2025-10,2025Q4
ORD10037,2025-02-18,West,Electronics,Power Bank,Wholesale,Net Banking,6.0,2169.59,13017.54,2025-02,2025Q1
ORD10590,2025-11-04,North,Home & Kitchen,Non-Stick Pan,Online,Cash,19.0,1210.89,23006.91,2025-11,2025Q4
ORD10761,2025-11-22,North,Electronics,Power Bank,Wholesale,Net Banking,6.0,3734.58,22407.48,2025-11,2025Q4
ORD10186,2025-05-13,South,Fashion,Backpack,Retail,Debit Card,31.0,1869.05,57940.55,2025-05,2025Q2
ORD10600,2025-04-22,East,Grocery,Atta 10Kg,Wholesale,Net Banking,28.0,800.96,22426.88,2025-04,2025Q2
ORD10098,2025-12-12,South,Home & Kitchen,Non-Stick Pan,Retail,Debit Card,9.0,639.96,5759.64,2025-12,2025Q4
ORD10157,2025-11-06,North,Home & Kitchen,Storage Rack,Unknown,Unknown,19.5,1584.47,30897.16,2025-11,2025Q4
ORD10330,2025-01-17,North,Home & Kitchen,Electric Kettle,Wholesale,Net Banking,5.0,2858.82,14294.1,2025-01,2025Q1
ORD10141,2025-06-11,West,Grocery,Basmati Rice 5Kg,Wholesale,Net Banking,8.0,141.13,1129.04,2025-06,2025Q2
ORD10182,2025-02-06,West,Grocery,Spice Combo,Retail,Net Banking,17.0,167.98,2855.66,2025-02,2025Q1
ORD11130,2025-05-29,East,Fashion,Denim Jeans,Wholesale,Net Banking,28.0,1539.94,43118.32,2025-05,2025Q2
ORD10529,2025-04-26,Central,Electronics,Wireless Earbuds,Wholesale,Credit Card,13.0,3774.11,49063.43,2025-04,2025Q2
ORD10073,2025-05-06,West,Home & Kitchen,Led Lamp,Retail,Upi,39.0,2339.72,91249.08,2025-05,2025Q2
ORD10150,2025-12-25,West,Electronics,Smart Watch,Wholesale,Credit Card,29.0,1435.21,41621.09,2025-12,2025Q4
ORD10219,2025-01-18,East,Beauty,Face Wash,Wholesale,Cash,30.0,338.67,10160.1,2025-01,2025Q1
ORD10148,2025-12-08,South,Grocery,Basmati Rice 5Kg,Wholesale,Debit Card,23.0,743.89,17109.47,2025-12,2025Q4
ORD10458,2025-04-01,South,Home & Kitchen,Non-Stick Pan,Retail,Cash,29.0,1866.59,54131.11,2025-04,2025Q2
ORD10867,2025-08-25,North,Beauty,Sunscreen Spf50,Online,Cash,34.0,421.01,14314.34,2025-08,2025Q3
ORD10545,2025-10-03,Central,Grocery,Green Tea Pack,Online,Debit Card,32.0,645.92,20669.44,2025-10,2025Q4
ORD10154,2025-11-05,North,Home & Kitchen,Storage Rack,Wholesale,Net Banking,28.0,2404.37,67322.36,2025-11,2025Q4
ORD10605,2025-08-11,South,Home & Kitchen,Storage Rack,Online,Cash,25.0,2199.23,54980.75,2025-08,2025Q3
ORD10565,2025-02-25,West,Grocery,Cooking Oil 1L,Retail,Cash,13.0,168.8,2194.4,2025-02,2025Q1
ORD11149,2025-06-09,East,Home & Kitchen,Electric Kettle,Retail,Debit Card,29.0,2912.19,84453.51,2025-06,2025Q2
ORD10666,2025-01-11,East,Home & Kitchen,Mixer Grinder,Wholesale,Cash,38.0,2097.67,79711.46,2025-01,2025Q1
ORD10454,2025-06-05,Central,Home & Kitchen,Mixer Grinder,Wholesale,Cash,2.0,1738.18,3476.36,2025-06,2025Q2
ORD10818,2025-04-15,South,Beauty,Shampoo 340Ml,Online,Upi,15.0,925.47,13882.05,2025-04,2025Q2
ORD10179,2025-12-23,North,Home & Kitchen,Mixer Grinder,Online,Debit Card,28.0,1639.36,45902.08,2025-12,2025Q4
ORD10223,2025-09-27,South,Home & Kitchen,Storage Rack,Wholesale,Upi,1.0,1568.53,1568.53,2025-09,2025Q3
ORD10109,2025-02-05,West,Home & Kitchen,Led Lamp,Online,Cash,15.0,2524.39,37865.85,2025-02,2025Q1
ORD10378,2025-06-04,Central,Beauty,Sunscreen Spf50,Wholesale,Debit Card,16.0,1190.83,19053.28,2025-06,2025Q2
ORD11062,2025-07-20,North,Grocery,Green Tea Pack,Online,Net Banking,10.0,895.76,8957.6,2025-07,2025Q3
ORD10690,2025-09-28,East,Beauty,Shampoo 340Ml,Online,Credit Card,28.0,406.37,11378.36,2025-09,2025Q3
ORD10619,2025-01-06,South,Home & Kitchen,Electric Kettle,Unknown,Unknown,19.5,1880.66,36672.87,2025-01,2025Q1
ORD10720,2025-04-21,Central,Home & Kitchen,Storage Rack,Wholesale,Net Banking,10.0,941.84,9418.4,2025-04,2025Q2
ORD11111,2025-11-24,North,Beauty,Hair Serum,Online,Debit Card,23.0,436.43,10037.89,2025-11,2025Q4
ORD10541,2025-10-05,West,Home & Kitchen,Storage Rack,Online,Cash,37.0,2344.38,86742.06,2025-10,2025Q4
ORD10387,2025-04-26,West,Grocery,Basmati Rice 5Kg,Retail,Net Banking,5.0,298.22,1491.1,2025-04,2025Q2
ORD10630,2025-11-11,West,Fashion,Running Shoes,Retail,Debit Card,17.0,721.39,12263.63,2025-11,2025Q4
ORD10000,2025-04-13,East,Grocery,Spice Combo,Retail,Net Banking,39.0,467.75,18242.25,2025-04,2025Q2
ORD10093,2025-05-18,North,Electronics,Bluetooth Speaker,Retail,Credit Card,6.0,2622.69,15736.14,2025-05,2025Q2
ORD10487,2025-07-01,West,Fashion,Backpack,Retail,Credit Card,10.0,2037.99,20379.9,2025-07,2025Q3
ORD10059,2025-03-31,North,Home & Kitchen,Mixer Grinder,Online,Cash,11.0,2681.43,29495.73,2025-03,2025Q1
ORD10838,2025-10-04,Central,Home & Kitchen,Non-Stick Pan,Online,Upi,1.0,1927.83,1927.83,2025-10,2025Q4
ORD10386,2025-05-06,North,Fashion,Cotton T-Shirt,Wholesale,Net Banking,8.0,992.73,7941.84,2025-05,2025Q2
ORD10264,2025-05-24,East,Beauty,Lip Balm,Wholesale,Net Banking,20.0,1123.35,22467.0,2025-05,2025Q2
ORD10493,2025-11-05,East,Home & Kitchen,Mixer Grinder,Wholesale,Upi,33.0,2147.35,70862.55,2025-11,2025Q4
ORD11177,2025-03-02,North,Fashion,Cotton T-Shirt,Retail,Debit Card,14.0,2012.75,28178.5,2025-03,2025Q1
ORD10519,2025-04-25,North,Grocery,Cooking Oil 1L,Wholesale,Cash,11.0,311.37,3425.07,2025-04,2025Q2
ORD10904,2025-12-02,North,Grocery,Green Tea Pack,Online,Upi,37.0,263.07,9733.59,2025-12,2025Q4
ORD11182,2025-03-02,Central,Grocery,Spice Combo,Online,Cash,18.0,285.93,5146.74,2025-03,2025Q1
ORD10302,2025-07-10,West,Fashion,Backpack,Online,Upi,37.0,604.14,22353.18,2025-07,2025Q3
ORD10375,2025-04-23,South,Electronics,Power Bank,Online,Upi,39.0,2326.9,90749.1,2025-04,2025Q2
ORD11093,2025-03-18,West,Beauty,Sunscreen Spf50,Retail,Credit Card,10.0,945.05,9450.5,2025-03,2025Q1
ORD10522,2025-09-03,Central,Electronics,Bluetooth Speaker,Online,Net Banking,29.0,2424.65,70314.85,2025-09,2025Q3
ORD10837,2025-08-07,West,Beauty,Lip Balm,Wholesale,Upi,28.0,425.86,11924.08,2025-08,2025Q3
ORD10058,2025-09-10,East,Fashion,Denim Jeans,Online,Upi,26.0,906.05,23557.3,2025-09,2025Q3
ORD10669,2025-09-26,North,Electronics,Usb-C Cable,Wholesale,Cash,11.0,4243.38,46677.18,2025-09,2025Q3
ORD10460,2025-04-26,East,Home & Kitchen,Mixer Grinder,Retail,Upi,5.0,493.65,2468.25,2025-04,2025Q2
ORD10268,2025-11-27,South,Fashion,Formal Shirt,Wholesale,Debit Card,22.0,1244.23,27373.06,2025-11,2025Q4
ORD10031,2025-07-27,North,Fashion,Formal Shirt,Online,Upi,8.0,1792.15,14337.2,2025-07,2025Q3
ORD10808,2025-12-05,South,Beauty,Shampoo 340Ml,Online,Credit Card,12.0,1101.55,13218.6,2025-12,2025Q4
ORD10176,2025-08-29,Central,Home & Kitchen,Mixer Grinder,Retail,Upi,9.0,2812.16,25309.44,2025-08,2025Q3
ORD10953,2025-01-29,North,Beauty,Face Wash,Retail,Net Banking,17.0,648.27,11020.59,2025-01,2025Q1
ORD10257,2025-10-07,West,Grocery,Green Tea Pack,Wholesale,Credit Card,32.0,333.85,10683.2,2025-10,2025Q4
ORD10534,2025-11-14,North,Home & Kitchen,Led Lamp,Online,Net Banking,19.0,2013.23,38251.37,2025-11,2025Q4
ORD10885,2025-01-21,West,Fashion,Backpack,Wholesale,Credit Card,29.0,1338.31,38810.99,2025-01,2025Q1
ORD11139,2025-10-07,South,Beauty,Face Wash,Retail,Credit Card,16.0,226.8,3628.8,2025-10,2025Q4
ORD10701,2025-04-24,East,Electronics,Smart Watch,Online,Net Banking,26.0,4034.94,104908.44,2025-04,2025Q2
ORD10056,2025-12-06,East,Grocery,Cooking Oil 1L,Retail,Upi,37.0,608.23,22504.51,2025-12,2025Q4
ORD10336,2025-10-06,South,Electronics,Smart Watch,Online,Debit Card,5.0,4368.56,21842.8,2025-10,2025Q4
ORD11049,2025-08-01,Central,Grocery,Spice Combo,Online,Cash,22.0,427.75,9410.5,2025-08,2025Q3
ORD10221,2025-03-25,East,Home & Kitchen,Non-Stick Pan,Retail,Upi,28.0,1071.15,29992.2,2025-03,2025Q1
ORD10011,2025-03-06,North,Electronics,Wireless Earbuds,Online,Debit Card,17.0,3431.97,58343.49,2025-03,2025Q1
ORD10480,2025-12-05,North,Electronics,Wireless Earbuds,Online,Net Banking,1.0,1942.69,1942.69,2025-12,2025Q4
ORD10659,2025-07-31,East,Grocery,Green Tea Pack,Retail,Credit Card,16.0,896.54,14344.64,2025-07,2025Q3
ORD10515,2025-04-28,North,Beauty,Sunscreen Spf50,Online,Debit Card,30.0,611.17,18335.1,2025-04,2025Q2
ORD10488,2025-08-06,North,Beauty,Sunscreen Spf50,Wholesale,Credit Card,5.0,1177.91,5889.55,2025-08,2025Q3
ORD10581,2025-06-20,North,Beauty,Hair Serum,Online,Cash,15.0,1106.14,16592.1,2025-06,2025Q2
ORD10169,2025-09-08,South,Beauty,Hair Serum,Online,Debit Card,39.0,159.96,6238.44,2025-09,2025Q3
ORD10239,2025-05-23,West,Beauty,Shampoo 340Ml,Retail,Upi,33.0,399.42,13180.86,2025-05,2025Q2
ORD11035,2025-10-02,West,Electronics,Bluetooth Speaker,Wholesale,Credit Card,22.0,2318.12,50998.64,2025-10,2025Q4
ORD10765,2025-04-07,East,Electronics,Wireless Earbuds,Wholesale,Credit Card,7.0,3835.2,26846.4,2025-04,2025Q2
ORD10241,2025-01-03,South,Beauty,Sunscreen Spf50,Wholesale,Cash,29.0,508.31,14740.99,2025-01,2025Q1
ORD10055,2025-09-14,West,Beauty,Hair Serum,Online,Credit Card,28.0,765.06,21421.68,2025-09,2025Q3
ORD11016,2025-02-14,East,Grocery,Green Tea Pack,Wholesale,Debit Card,36.0,686.52,24714.72,2025-02,2025Q1
ORD10902,2025-06-13,West,Grocery,Atta 10Kg,Retail,Credit Card,16.0,631.54,10104.64,2025-06,2025Q2
ORD10772,2025-11-14,North,Electronics,Power Bank,Retail,Net Banking,30.0,1561.44,46843.2,2025-11,2025Q4
ORD11131,2025-03-23,South,Grocery,Atta 10Kg,Retail,Upi,4.0,439.46,1757.84,2025-03,2025Q1
ORD11104,2025-05-11,North,Electronics,Bluetooth Speaker,Online,Credit Card,2.0,3423.77,6847.54,2025-05,2025Q2
ORD10407,2025-10-09,North,Electronics,Smart Watch,Retail,Net Banking,1.0,1055.41,1055.41,2025-10,2025Q4
ORD10517,2025-04-22,Central,Beauty,Face Wash,Wholesale,Net Banking,6.0,978.9,5873.4,2025-04,2025Q2
ORD10999,2025-05-08,South,Fashion,Denim Jeans,Retail,Upi,34.0,2095.53,71248.02,2025-05,2025Q2
ORD10672,2025-09-27,North,Fashion,Formal Shirt,Online,Cash,29.0,1958.04,56783.16,2025-09,2025Q3
ORD10831,2025-04-27,South,Grocery,Green Tea Pack,Wholesale,Net Banking,10.0,476.25,4762.5,2025-04,2025Q2
ORD10308,2025-11-08,South,Fashion,Backpack,Online,Net Banking,4.0,1671.93,6687.72,2025-11,2025Q4
ORD10260,2025-01-27,East,Beauty,Sunscreen Spf50,Wholesale,Cash,3.0,349.84,1049.52,2025-01,2025Q1
ORD10243,2025-12-09,East,Home & Kitchen,Led Lamp,Online,Net Banking,21.0,909.02,19089.42,2025-12,2025Q4
ORD10278,2025-03-24,Central,Electronics,Smart Watch,Retail,Cash,7.0,3361.0,23527.0,2025-03,2025Q1
ORD11097,2025-11-28,North,Home & Kitchen,Led Lamp,Retail,Cash,38.0,2070.83,78691.54,2025-11,2025Q4
ORD10663,2025-06-22,Central,Fashion,Backpack,Retail,Cash,22.0,741.83,16320.26,2025-06,2025Q2
ORD10165,2025-04-27,South,Electronics,Smart Watch,Online,Net Banking,18.0,3556.74,64021.32,2025-04,2025Q2
ORD11159,2025-12-02,North,Beauty,Sunscreen Spf50,Online,Credit Card,17.0,1143.06,19432.02,2025-12,2025Q4
ORD10801,2025-06-29,South,Home & Kitchen,Electric Kettle,Retail,Debit Card,23.0,494.8,11380.4,2025-06,2025Q2
ORD10996,2025-04-28,South,Grocery,Spice Combo,Wholesale,Upi,4.0,822.24,3288.96,2025-04,2025Q2
ORD10853,2025-01-01,South,Electronics,Power Bank,Retail,Cash,38.0,3626.27,137798.26,2025-01,2025Q1
ORD11056,2025-02-22,West,Fashion,Formal Shirt,Retail,Cash,9.0,740.95,6668.55,2025-02,2025Q1
ORD10626,2025-01-25,South,Fashion,Formal Shirt,Wholesale,Debit Card,11.0,345.04,3795.44,2025-01,2025Q1
ORD10371,2025-02-15,West,Beauty,Face Wash,Online,Cash,8.0,1102.99,8823.92,2025-02,2025Q1
ORD10830,2025-02-14,West,Home & Kitchen,Led Lamp,Online,Net Banking,7.0,424.81,2973.67,2025-02,2025Q1
ORD10343,2025-05-11,North,Electronics,Power Bank,Unknown,Unknown,19.0,2606.75,49528.25,2025-05,2025Q2
ORD10843,2025-03-04,North,Grocery,Green Tea Pack,Retail,Credit Card,7.0,535.99,3751.93,2025-03,2025Q1
ORD11061,2025-03-30,Central,Beauty,Sunscreen Spf50,Online,Credit Card,33.0,952.46,31431.18,2025-03,2025Q1
ORD10539,2025-12-12,North,Home & Kitchen,Non-Stick Pan,Online,Debit Card,38.0,2345.41,89125.58,2025-12,2025Q4
ORD10711,2025-04-02,North,Electronics,Power Bank,Wholesale,Upi,6.0,4159.66,24957.96,2025-04,2025Q2
ORD10014,2025-08-02,North,Fashion,Running Shoes,Online,Net Banking,14.0,1912.94,26781.16,2025-08,2025Q3
ORD11036,2025-04-01,Central,Beauty,Face Wash,Wholesale,Net Banking,27.0,524.06,14149.62,2025-04,2025Q2
ORD11073,2025-01-10,East,Beauty,Hair Serum,Wholesale,Net Banking,6.0,204.68,1228.08,2025-01,2025Q1
ORD10080,2025-05-25,Central,Electronics,Wireless Earbuds,Retail,Cash,29.0,1292.78,37490.62,2025-05,2025Q2
ORD10835,2025-05-27,North,Grocery,Cooking Oil 1L,Retail,Upi,29.0,737.75,21394.75,2025-05,2025Q2
ORD11047,2025-03-23,South,Grocery,Basmati Rice 5Kg,Wholesale,Debit Card,26.0,236.83,6157.58,2025-03,2025Q1
ORD10908,2025-12-03,South,Beauty,Hair Serum,Retail,Upi,33.0,647.78,21376.74,2025-12,2025Q4
ORD10899,2025-01-02,West,Electronics,Power Bank,Wholesale,Net Banking,36.0,1503.84,54138.24,2025-01,2025Q1
ORD10498,2025-08-25,South,Home & Kitchen,Non-Stick Pan,Wholesale,Debit Card,35.0,2714.15,94995.25,2025-08,2025Q3
ORD10796,2025-04-22,South,Grocery,Spice Combo,Retail,Credit Card,21.0,747.99,15707.79,2025-04,2025Q2
ORD10926,2025-05-13,Central,Home & Kitchen,Led Lamp,Retail,Upi,26.0,1953.84,50799.84,2025-05,2025Q2
ORD10833,2025-05-08,North,Fashion,Backpack,Retail,Net Banking,30.0,374.79,11243.7,2025-05,2025Q2
ORD10563,2025-12-30,East,Home & Kitchen,Electric Kettle,Wholesale,Credit Card,32.0,835.48,26735.36,2025-12,2025Q4
ORD10985,2025-07-25,East,Electronics,Bluetooth Speaker,Wholesale,Debit Card,37.0,4406.61,163044.57,2025-07,2025Q3
ORD10741,2025-03-30,Central,Beauty,Lip Balm,Retail,Net Banking,22.0,355.5,7821.0,2025-03,2025Q1
ORD10702,2025-02-14,North,Grocery,Basmati Rice 5Kg,Online,Debit Card,22.0,261.1,5744.2,2025-02,2025Q1
ORD10401,2025-04-18,South,Grocery,Atta 10Kg,Wholesale,Debit Card,33.0,558.92,18444.36,2025-04,2025Q2
ORD10734,2025-08-07,East,Grocery,Basmati Rice 5Kg,Online,Credit Card,33.0,267.57,8829.81,2025-08,2025Q3
ORD10879,2025-07-29,South,Grocery,Spice Combo,Retail,Upi,2.0,481.63,963.26,2025-07,2025Q3
ORD10794,2025-11-26,East,Home & Kitchen,Storage Rack,Online,Upi,12.0,1673.44,20081.28,2025-11,2025Q4
ORD11095,2025-02-02,East,Electronics,Usb-C Cable,Online,Credit Card,17.0,2552.96,43400.32,2025-02,2025Q1
ORD10525,2025-07-26,East,Beauty,Hair Serum,Wholesale,Cash,16.0,160.48,2567.68,2025-07,2025Q3
ORD10363,2025-01-21,North,Fashion,Formal Shirt,Retail,Debit Card,4.0,1585.21,6340.84,2025-01,2025Q1
ORD11142,2025-08-10,North,Fashion,Denim Jeans,Unknown,Unknown,1.0,1105.165,1105.16,2025-08,2025Q3
ORD10137,2025-07-08,Central,Electronics,Wireless Earbuds,Wholesale,Debit Card,19.0,2092.73,39761.87,2025-07,2025Q3
ORD10945,2025-06-29,Central,Beauty,Hair Serum,Online,Net Banking,38.0,850.7,32326.6,2025-06,2025Q2
ORD10384,2025-10-17,West,Grocery,Spice Combo,Retail,Upi,1.0,858.38,858.38,2025-10,2025Q4
ORD10689,2025-05-30,South,Beauty,Hair Serum,Retail,Debit Card,10.0,720.15,7201.5,2025-05,2025Q2
ORD10792,2025-05-25,North,Fashion,Running Shoes,Online,Cash,13.0,1644.11,21373.43,2025-05,2025Q2
ORD10751,2025-05-26,North,Home & Kitchen,Electric Kettle,Wholesale,Upi,29.0,2236.57,64860.53,2025-05,2025Q2
ORD10597,2025-05-09,East,Electronics,Bluetooth Speaker,Wholesale,Net Banking,25.0,3993.6,99840.0,2025-05,2025Q2
ORD11110,2025-05-06,East,Home & Kitchen,Non-Stick Pan,Retail,Upi,17.0,1666.41,28328.97,2025-05,2025Q2
ORD10115,2025-11-25,East,Electronics,Wireless Earbuds,Online,Debit Card,30.0,1194.79,35843.7,2025-11,2025Q4
ORD10439,2025-06-06,West,Home & Kitchen,Electric Kettle,Retail,Cash,23.0,2146.27,49364.21,2025-06,2025Q2
ORD10670,2025-01-07,West,Home & Kitchen,Mixer Grinder,Wholesale,Upi,23.0,2454.04,56442.92,2025-01,2025Q1
ORD10022,2025-08-21,North,Grocery,Basmati Rice 5Kg,Wholesale,Cash,12.0,316.39,3796.68,2025-08,2025Q3
ORD10895,2025-02-04,East,Grocery,Atta 10Kg,Retail,Debit Card,15.0,242.27,3634.05,2025-02,2025Q1
ORD11146,2025-03-01,North,Beauty,Face Wash,Online,Upi,38.0,202.98,7713.24,2025-03,2025Q1
ORD10715,2025-08-14,East,Beauty,Shampoo 340Ml,Retail,Debit Card,9.0,750.73,6756.57,2025-08,2025Q3
ORD10989,2025-10-15,North,Beauty,Face Wash,Wholesale,Credit Card,9.0,299.92,2699.28,2025-10,2025Q4
ORD10712,2025-02-07,South,Beauty,Shampoo 340Ml,Online,Net Banking,35.0,213.95,7488.25,2025-02,2025Q1
ORD10910,2025-04-30,Central,Home & Kitchen,Storage Rack,Wholesale,Credit Card,39.0,1011.08,39432.12,2025-04,2025Q2
ORD10400,2025-01-20,West,Electronics,Bluetooth Speaker,Wholesale,Upi,19.0,2697.74,51257.06,2025-01,2025Q1
ORD10591,2025-12-21,North,Fashion,Formal Shirt,Wholesale,Credit Card,33.0,2077.42,68554.86,2025-12,2025Q4
ORD10225,2025-06-24,Central,Beauty,Lip Balm,Retail,Upi,28.0,1057.43,29608.04,2025-06,2025Q2
ORD10427,2025-12-27,Central,Grocery,Basmati Rice 5Kg,Unknown,Unknown,13.0,445.09000000000003,5786.17,2025-12,2025Q4
ORD10024,2025-02-23,North,Beauty,Face Wash,Online,Credit Card,26.0,1184.93,30808.18,2025-02,2025Q1
ORD10004,2025-09-28,West,Fashion,Formal Shirt,Retail,Debit Card,37.0,1454.34,53810.58,2025-09,2025Q3
ORD10995,2025-08-21,West,Fashion,Running Shoes,Wholesale,Upi,25.0,1662.64,41566.0,2025-08,2025Q3
ORD11132,2025-03-02,West,Fashion,Backpack,Wholesale,Upi,31.0,1195.6,37063.6,2025-03,2025Q1
ORD10276,2025-02-12,East,Home & Kitchen,Led Lamp,Online,Debit Card,5.0,2429.98,12149.9,2025-02,2025Q1
ORD11025,2025-07-15,South,Fashion,Backpack,Retail,Net Banking,37.0,2197.27,81298.99,2025-07,2025Q3
ORD10767,2025-07-28,East,Electronics,Bluetooth Speaker,Online,Credit Card,12.0,3023.5,36282.0,2025-07,2025Q3
ORD10359,2025-05-07,West,Beauty,Face Wash,Online,Debit Card,21.0,697.52,14647.92,2025-05,2025Q2
ORD10465,2025-11-20,Central,Home & Kitchen,Mixer Grinder,Retail,Debit Card,24.0,2549.54,61188.96,2025-11,2025Q4
